semester,gender,collegeYear,height,weight,pulse,hsGPA,collegeGPA,SATM,SATV,shoeSize,fincialAid,tvHours,states,siblings,motherAge,fatherAge,salary
11,F,2,67,130,,3.83,,,,9.5,Y,2,6,0,58,55,
11,M,2,74,,,,,,,,Y,,,3,52,51,
11,F,2,67,125,,,,560,690,8,N,1,7,0,52,61,
11,F,4,65,107,,,3.36,,,8,Y,0,8,1,49,51,35000
11,F,2,62,112,,3.85,2.53,,,7.5,Y,0,4,1,47,50,
11,F,4,65,175,82,4,2.9,560,570,8.5,Y,7,13,1,41,41,50000
11,M,2,71,140,,3.1,3.71,680,710,10,Y,,,1,58,57,
11,F,3,68,,126,,,,,9,Y,7,21,1,56,58,
11,F,2,68,130,,3.7,,620,720,7,N,4,20,3,65,61,
11,F,2,60,120,,3.35,3.3,680,550,6,Y,2,,0,53,60,
11,F,2,64,118,,3.5,3.4,,,7.5,Y,7,7,3,57,64,
11,F,3,66,135,60,3.5,,550,550,10,Y,14,6,1,46,50,35000
11,F,3,73,,80,,,,,12,Y,3,,2,53,53,
11,F,2,69,130,42,3.9,3.8,580,760,7.5,Y,1,10,3,43,45,30000
11,F,2,71.5,178,70,3.5,2.5,540,600,10,Y,2,17,2,50,57,50000
11,M,3,73,170,60,3.4,3,690,700,11.5,Y,5,36,1,60,66,35000
11,M,2,67,158,90,3.8,3.2,710,630,9,Y,0,16,1,48,52,
11,F,2,65,130,60,3.4,3.5,,,7.5,Y,2,35,11,48,47,40000
11,F,2,63,160,70,3.86,3.84,,,7.5,Y,1,39,0,53,55,
11,M,3,73.5,265,80,3.6,2.6,,,13,Y,12,30,0,45,49,55000
11,F,2,70,170,80,3.875,3.34,,,10,N,15,25,2,50,52,45000
11,M,2,77,205,70,3.77,3.42,,,13,Y,10,12,2,54,57,72000
11,M,2,71,145,80,3.5,3,530,570,10,Y,0,40,3,49,50,70000
11,M,2,77,265,60,3.4,3,600,690,14,N,10,22,2,57,56,48000
11,M,2,74,215,70,3,,,,11,N,1,32,4,51,52,35000
11,M,3,74,190,66,3.7,3.1,660,600,11.5,Y,0,19,2,51,55,
11,F,2,62,115,70,3.3,3.4,550,720,7.5,N,0,12,2,47,48,
11,M,2,71,194,90,3.4,2.67,690,760,12,Y,10,8,1,48,51,35000
11,F,2,67,120,80,4,3.42,670,620,8,Y,2,8,1,50,52,65000
11,F,2,66,135,80,3.56,2.53,560,580,7.5,N,3,12,2,55,56,70000
11,F,3,63,120,100,3.7,3.56,710,720,7.5,Y,2,12,2,47,51,30000
11,F,3,58,125,60,3.9,3,620,540,6,Y,2,6,2,55,63,35000
11,F,3,65,135,60,3.75,3.75,610,620,8.5,Y,2,21,4,65,,25000
11,M,1,67,170,,3.15,,680,530,11,N,1,35,4,53,48,
11,M,2,70,170,,4.03,3.08,,,10.5,Y,6.5,25,1,57,54,
11,M,1,74,178,,3,,570,530,12,N,2,38,1,54,54,
11,F,1,70,140,,3.939,,740,680,10,Y,2,30,1,50,51,30000
11,M,1,75,175,,3.64,,560,770,10,Y,,40,6,43,49,45000
11,M,2,67,173,,2.2,,800,740,9,N,0,10,1,,56,80000
11,M,2,72.25,175,,3.1,2.48,580,690,10,Y,0,12,1,44,,40000
11,F,2,65,114,,3.8,,,,7,Y,1,7,4,40,40,
11,F,1,65,145,80,3.86,,660,700,6.5,Y,1,9,3,45,48,35000
11,M,1,72,155,,3.93,,,,10.5,Y,3,10,2,58,52,50000
11,F,1,63,123,,3.7,,510,570,6,Y,2,2,1,52,53,25000
11,M,1,74,175,88,4,,,,11,Y,3,38,0,50,,
11,M,1,72,120,,3.4,,490,610,10.5,Y,0,22,1,55,53,
11,M,1,71,135,,3.65,,520,540,12,N,10,15,2,45,53,30000
11,M,1,73,160,,3.7,,650,620,13,Y,0,5,1,47,63,60000
11,M,1,72,140,,3.6,,,,10.5,Y,1,48,5,55,60,
11,F,1,63,107,,3.7,,580,610,7.5,Y,5,5,2,42,43,
11,F,1,60,95,,3.75,,620,580,5.5,Y,10,12,1,48,46,40000
11,F,1,63,130,,3.77,,,750,8.5,Y,6,8,1,54,54,
11,F,1,62,117,,3.9,,580,740,8.5,Y,5,6,1,54,56,
11,F,1,65,140,,3.7,,,,9,Y,2,12,1,54,55,
11,F,1,68,135,55,3.3,,640,760,9.5,Y,2,15,2,45,53,20000
11,M,1,70,205,62,,,,,10,Y,2.5,8,1,47,47,
11,F,1,66,125,78,3.25,,,,8.5,Y,4,6,3,46,49,
11,F,1,69,150,68,3.9,,,,9,Y,2,15,1,50,50,
11,F,1,63,115,64,3.86,,580,560,7.5,Y,0,8,1,47,50,20000
11,F,1,64,148,76,3.5,,630,620,7.5,Y,2,6,1,48,43,30000
11,M,1,75,195,72,3.8,,,,13,Y,0,25,0,49,53,40000
11,F,1,60,140,66,4.125,,,,5.5,Y,3,12,2,54,56,
11,M,1,68,210,66,3.9,,,,10.5,Y,1,8,3,48,50,10000
11,F,1,66,115,66,3.4,,580,690,7,N,,7,2,48,50,
11,F,1,62.5,115,60,3.7,,,,8,Y,0,25,1,51,54,
11,M,1,69,135,74,3.2,,690,560,10.5,Y,5,25,1,50,49,
11,F,1,62,135,60,3,,610,610,7.5,N,5,13,1,,57,30000
11,M,1,66,140,76,3.3,,670,520,10.5,N,0,12,0,48,40,
11,M,1,69,220,,3.9,,,,10.5,Y,0.5,10,3,48,50,30000
11,F,1,67,125,66,3.6,,690,580,7.5,Y,0,20,2,46,50,
11,F,1,65,120,67,3.8,,690,800,8.5,Y,,7,2,46,53,
11,F,1,71,160,70,3.72,,580,610,12,Y,1.5,20,3,47,56,30000
11,F,1,67,140,90,4,,730,710,9.5,Y,2,21,1,51,55,
11,F,1,68,,80,4.7,,740,700,10,Y,4,,2,46,46,35000
11,F,1,62,120,60,3.5,,,,7.5,Y,5,30,4,54,60,
11,M,1,72,168,120,3.65,,620,590,12,Y,0,8,2,54,56,55000
11,F,1,66,120,90,3.8,,,,8,Y,0.5,15,1,51,49,
11,M,2,72,240,80,3.56,3.5,650,710,13,Y,1,25,2,45,45,
11,M,3,76,180,40,3.3,3,580,570,11.5,N,0.5,7,2,60,57,50000
11,M,1,70,125,90,3.2,,610,660,10.5,Y,0,11,2,53,48,40000
11,F,1,61,125,80,3,,560,740,6,Y,1.5,10,1,55,47,
11,F,1,66,125,80,3.48,,720,720,10.5,N,3,21,1,49,50,40000
11,M,4,73,165,70,4,3.56,630,720,12,Y,1,35,0,50,50,40000
11,F,1,67,120,120,3.6,,,,8.5,N,1,12,1,51,57,25000
11,M,1,69,152,120,,,710,720,10,Y,2,7,1,54,54,30000
11,M,2,74,225,80,3,2.9,680,630,12,N,2,15,0,44,,
11,M,3,69.5,180,60,3.3,2.43,600,610,10.5,Y,5,25,1,51,52,50000
11,F,1,64,140,60,3.4,,,,7.5,Y,2,,1,62,62,
11,F,2,62,126,70,3.5,3.1,640,590,7.5,Y,2,13,2,50,58,50000
11,M,2,71,200,60,3.6,2.8,,,11.5,N,3,40,3,55,54,22500
11,F,3,,120,60,3.9,2.9,,,7.5,Y,0,7,2,,,35000
11,F,1,63,143,,3.85,,490,490,7,Y,1.5,15,1,53,53,
11,M,2,70,165,55,3.95,2.5,740,700,11,Y,,48,1,45,49,1.00E+05
11,F,2,62,150,47,3.89,3,,,8.5,Y,1,35,2,43,47,60000
11,F,2,72,,68,3.5,3,,,11,Y,2.5,6,1,48,50,
11,M,4,70,160,80,3.84,3.45,660,700,11,Y,3,12,2,56,63,30000
11,F,2,62,110,68,3.6,3.75,,400,6,Y,0,8,1,48,52,
11,F,3,69,,80,3.6,3.3,,,9,Y,4,15,3,54,59,30000
11,M,2,72,195,56,3.9,3.4,680,660,13,Y,2,25,1,51,53,
11,M,2,62.5,180,48,3.8,3.33,,,11.5,,0,37,2,50,55,85000
11,M,2,69,140,56,3.9,3.2,700,660,9.5,Y,1.5,15,1,51,62,40000
11,M,2,75,195,76,3.3,3,640,620,13,Y,5,35,2,48,56,40000
11,M,3,72,208,68,3.85,3.08,580,620,12,Y,3,8,5,49,52,50000
11,F,2,64,120,76,3.8,,,,7,Y,1,9,1,56,55,
11,F,2,67,160,64,3.7,3.84,660,760,8.5,Y,2,19,1,49,,25000
11,F,2,69,135,72,4,3.96,690,660,8.5,Y,1,29,3,55,56,30000
11,F,2,60,,88,,2.95,,,7.5,Y,0,3,1,57,46,
11,M,2,67,150,68,3.5,,740,570,9.5,Y,4,17,0,64,75,
11,F,2,63,125,80,3.6,3.4,,,7,N,0,40,1,51,53,
11,F,2,66,110,80,4,3.9,710,620,8.5,Y,,,1,49,49,
11,M,4,73,167,56,4,3.98,610,620,12,Y,2,23,1,42,49,40000
11,M,3,74,210,68,3,2.5,570,580,12,Y,9.5,10,2,48,48,70000
11,F,2,64,120,88,,,,,8,Y,,,1,,,
11,F,2,59,150,80,3.8,3.4,,,11,Y,3,40,1,53,53,35000
11,M,2,75,195,48,3.95,3.4,620,570,10.5,Y,3,30,2,48,56,60000
12,M,1,71,170,80,3.6,2.58,,,10.5,N,2,18,5,57,69,75000
12,F,1,,160,88,3,2.67,670,720,8.5,Y,1,14,5,49,62,60000
12,F,1,69,125,96,4,,,,11,Y,0,3,0,58,60,
12,F,1,73,155,52,3.87,2.97,,,9.5,Y,0,24,1,49,49,80000
12,F,2,65,135,76,3.86,3.14,670,680,7.5,Y,1,11,1,50,54,
12,F,2,67,150,80,3,3.44,,,9,Y,3,7,1,48,50,60000
12,M,1,80,134.5,76,3.8,,,,10.5,Y,4,5,1,43,45,80000
12,F,1,68,133,,3.6,3.2,520,560,8.5,N,4,6,2,53,56,
12,F,1,65,120,80,3.3,2.2,,,8.5,Y,0,12,0,55,51,
12,M,3,72,180,80,3,3.1,,,12,N,21,12,3,,,
12,F,1,68,124,76,3.75,,590,680,8,Y,0,16,6,52,52,40000
12,F,1,65,115,100,3.4,3.5,640,660,8,Y,2,7,3,54,54,
12,F,1,70,144,64,3.5,3.59,,,10.5,Y,0,20,1,52,60,
12,F,1,67,175,88,3.97,3.3,,,10,Y,1.5,9,2,42,45,20
12,M,2,71,225,80,3,3.15,,,11,Y,14,12,2,51,48,60000
12,F,1,69,140,76,4,3.22,,,9.5,Y,2,10,2,,,20000
12,F,2,68,135,72,3.91,3.35,630,740,9,Y,2,20,3,46,46,20000
12,F,1,68,135,80,3.6,3,,,7,Y,5,15,2,54,56,
12,M,2,67,160,40,3.23,2.8,,,9.5,Y,2,16,2,55,53,
12,F,3,58,158,68,3.98,2.97,,,9,Y,1.5,18,2,50,48,
12,F,3,66,150,92,3.33,2.6,630,760,7,Y,4,16,1,55,53,70000
12,F,4,63,122,,3.43,3.49,,,6.5,Y,0,8,2,66,62,28000
12,F,1,67,110,,4,3.59,630,700,8,Y,0,20,2,46,46,25000
12,F,1,71,,,3.7,3.5,540,690,10,Y,2,18,1,54,53,
12,F,2,64,120,48,3.8,3.5,,660,9.5,Y,0,15,0,56,54,35000
12,F,1,62.5,105,,3.5,2.76,620,720,7,Y,15,8,0,47,48,
12,M,1,65.5,210,70,3.3,2.82,610,690,14,Y,1,23,2,55,55,30000
12,M,1,70,185,,3.68,2.67,450,450,10.5,N,2,19,1,52,55,70000
12,F,1,60,150,,3.52,,,,7,Y,3,4,3,49,50,35000
12,F,1,66,,80,3.6,1.84,640,480,8,N,1,9,1,52,51,20000
12,F,1,64,128,65,3.8,3,600,720,8,Y,1,6,1,45,47,35000
12,F,1,60,114,,3.36,3.59,700,750,7,Y,3,6,1,51,54,30000
12,F,1,60,100,64,3.88,3.59,690,660,4,Y,0,20,1,53,54,
12,F,2,62,105,48,3.9,3.1,,,8,Y,0,28,2,58,63,
12,M,1,69,170,51,3.2,2.6,460,,12,Y,14,10,2,46,50,50000
12,,,67,150,84,4,,660,800,9.5,Y,2,23,1,55,61,30000
12,M,1,74,175,,3.5,,,,10.5,Y,10,39,1,57,57,20000
12,F,1,,160,,4.2,3.5,,,11,Y,8,6,1,59,56,30000
12,F,1,64,135,,3.89,3.67,,,9,Y,0,7,1,42,56,
12,F,2,64,148,,3.58,3.58,640,640,9,Y,2,7,1,51,55,35000
12,M,1,72,141,,3.34,2.83,,,11,N,1,4,1,56,55,
12,F,2,68,140,74,3.6,2.7,,,8,Y,5,7,4,42,45,45000
12,M,4,73,160,,3.16,2.96,740,730,11,N,10,30,3,61,62,27500
12,M,2,72,160,63,3.96,,,,10,Y,10,17.5,2,53,52,50000
12,F,1,63,,59,4.208,3.44,690,600,8,Y,2,12,1,53,55,50000
12,M,1,68,150,70,3.65,3,600,600,9.5,Y,2,50,1,48,50,
12,M,1,66,180,,3,3.2,600,740,12,N,12,,1,49,60,60000
12,F,4,63,130,65,3.98,2.97,590,640,5,Y,1,14,2,59,59,45000
12,F,1,66,130,,3.8,3,,,9,Y,2,20,1,48,47,
12,M,1,72,265,100,3,2.75,,,15,Y,1.5,5,1,40,47,50000
12,F,1,68,160,68,3.95,3.42,600,540,8.5,Y,3,10,2,48,52,36000
12,M,1,72,240,76,3.5,,,,13.5,N,6,20,3,57,56,35000
12,F,1,69,130,60,3.8,3.6,,,9,,,8,1,49,57,55000
12,F,1,63,150,,3.2,,,,6.5,Y,2,10,2,43,43,
12,F,1,67,155,,3.78,3.5,660,700,9.5,Y,2,10,3,52,55,30000
12,F,1,65,160,80,3.3,3,,,7.5,Y,1,19,1,51,51,
12,F,1,66,134,82,3.75,3.5,,,8.5,Y,3,10,5,55,40,
12,F,1,59,110,,3.6,,540,680,6,N,5,10,4,50,51,30000
12,M,1,70,250,55,3.6,3.42,,,,Y,3.5,15,2,45,45,27000
12,F,1,64,165,60,3.7,3.42,560,620,7.5,Y,2,15,2,49,54,13000
12,F,1,66,117,66,3.5,3,680,750,7.5,Y,1,17,2,50,45,50000
12,F,1,62,110,60,4,3.65,680,560,9,Y,,4,1,47,49,
12,F,1,60,165,64,3.8,,560,460,7.5,N,3,17,3,46,51,
12,F,3,63,142,82,3.2,2.75,,,7.5,Y,7.5,10,2,52,53,60000
12,M,1,72,175,44,3.5,3,650,550,10.5,Y,3,16,2,47,47,30000
12,M,3,68,125,78,3.6,3,,,8,Y,0,2,1,44,47,52000
12,F,2,65,130,52,3.98,3.12,,,8.5,Y,1,12,5,53,55,
12,F,3,69,135,68,3.5,3.8,,,9.5,Y,1,47,1,42,44,45000
12,M,2,70,150,100,3.87,4,,,10,Y,1,10,3,46,49,40000
12,F,4,63,118,75,3.71,2.67,580,530,5,Y,2,18,1,52,57,30000
12,F,1,,140,30,3.95,3.08,740,550,9,Y,2,9,2,56,56,15000
12,F,1,63,128,,3.75,3.42,,,6.5,Y,6,8,1,55,60,30000
12,M,1,75,160,66,4,3.9,630,610,11.5,Y,2,15,3,54,54,35000
12,F,1,67,120,62,3.2,2.97,570,670,7.5,Y,12,3,0,57,53,60000
12,F,1,65,,,3.9,3.65,690,640,9.5,Y,7,5,1,45,49,50000
12,M,1,72,160,60,3,,,,9.5,N,0,30,0,56,51,
12,F,1,63,109,,3.98,3.92,,,6.5,Y,2.5,,1,50,50,
12,F,1,66,145,64,3.4,3.2,,,8,Y,4,13,3,57,61,
12,M,4,75,283,80,3.75,2.88,650,500,13,Y,10,7,1,47,53,45000
12,F,1,66,200,90,3.82,3.67,590,680,9,Y,2,6,1,47,46,37500
12,F,1,67,160,7,3.3,3.5,,,8.5,N,4,22,1,56,64,
12,F,1,63,125,66,4,3.5,,,6,Y,7,30,1,54,56,50000
12,F,1,64,130,60,3.9,2.84,560,680,8.5,N,3,20,1,51,59,
12,M,1,71,230,56,3.89,3,600,630,11.5,Y,1.5,50,3,55,59,80000
12,F,3,71,154,90,3.6,,,,10,Y,7,7,2,46,46,80000
12,M,1,72,155,70,3.7,3,670,,11.5,N,1,18,2,59,58,85000
12,M,1,69,157,90,3.86,1.98,,,10,Y,1,26,0,52,51,60000
12,M,1,71,160,80,4,3.42,680,680,10.5,Y,4,42,1,40,45,45000
12,M,1,71,160,70,4,3.92,,,11,Y,0,4,1,,,35000
12,F,1,69,150,7,3.5,2.8,,,9.5,Y,1,15,2,52,54,
12,F,1,66,140,60,4.2,3.3,,,8,Y,15,8,1,45,44,
12,M,2,76,190,60,3.85,3.31,,,12.5,Y,5,10,1,54,53,75000
12,M,1,74,185,70,2.65,,,,11.5,N,10,30,1,53,54,
12,F,1,72,195,100,3.9,3.42,660,,11,Y,1,29,0,47,53,40000
12,M,1,74,180,80,3.68,3.75,550,600,11,Y,1.5,15,4,56,55,40000
12,F,2,67,135,60,3.6,,,,6.5,Y,1.5,13,2,49,52,
12,M,1,72,170,60,3.95,3.4,720,650,10,Y,2,18,2,44,51,50000
12,F,1,63,115,80,3.7,3.92,740,690,7,Y,0,18,5,46,46,60000
12,M,2,68,150,50,3.75,3.33,,,9.5,Y,1,10,3,41,47,50000
12,M,2,74,180,60,3.1,,,,12,Y,0,17,1,46,47,
12,F,1,61,120,50,3.89,3.24,,,5,Y,0,15,2,51,53,60000
12,M,1,71,155,80,3.6,3.55,790,760,11,Y,2,16,2,45,45,
12,F,1,68,170,60,3.86,3.5,580,640,10,Y,1.5,6,2,50,52,
12,M,2,68,164,63,,,620,700,10.5,Y,0,20,1,56,61,50000
12,M,5,64,140,80,3.9,2.9,720,650,8,Y,5,15,2,54,56,18000
12,F,1,69,145,,3.7,3.7,530,660,9.5,Y,1,15,0,50,50,
12,M,1,69,136,,3.916,3.08,480,680,10,Y,2,5,1,47,36,20000
12,F,2,69,150,,4,3.77,,,9.5,Y,1,20,1,53,51,20000
12,F,1,63,112,,3.9,3.59,590,600,6,Y,3,9,1,49,49,
12,F,2,70,50,,3.8,3.67,,,9,Y,0,24,2,50,52,25000
12,F,2,66,135,,3.6,3.7,,,7.5,Y,1,15,1,50,70,
12,M,2,71,175,,2.9,2.4,650,690,10.5,Y,3,9,3,50,59,70000
12,F,2,62,115,70,3.8,,640,690,7,Y,2,25,1,57,58,50000
12,F,2,66,150,,3.75,3.5,,,8.5,Y,3,13,2,56,56,25000
12,F,2,67.5,130,,3.75,3.39,,,10.5,Y,4,10,2,52,65,28000
12,F,1,66.5,130,,3.8,3.33,580,540,8,N,10,14,1,46,55,
12,F,1,69,130,,3.9,3.67,620,750,9,Y,1,5,1,47,53,
12,F,1,72,145,,3.9,3.37,,,10.5,Y,0,7,4,54,55,
12,F,1,66,140,,3.68,3.34,590,,7.5,Y,4.5,6,1,49,56,20000
12,F,1,63,,,,,,,7.5,Y,,12,1,54,59,
12,M,1,73,140,80,3.05,2.67,850,900,12.5,Y,0,25,1,46,48,
12,M,1,69,165,60,3.75,3.33,670,680,10.5,Y,1,8,3,49,50,40000
12,M,4,72,175,,3.3,2.3,610,700,9.5,Y,5.5,20,1,55,56,
12,F,2,61,110,,3.7,,,,6,Y,0,4,1,52,47,60000
12,M,2,70,175,67,3.58,3.33,,,13,N,5,8,1,49,50,25000
12,F,1,68,145,,3.89,3.92,540,700,8.5,Y,2,9,1,43,52,
12,F,3,66,118,2.3,3.8,2.8,680,690,7.5,Y,2,37.5,1,58,58,37500
12,M,1,67,145,56,3.15,3.83,630,650,9,Y,2,15,1,50,50,
12,F,1,64,117,74,3.46,3.1,740,770,8.5,Y,0,,3,52,63,65000
12,F,1,,69,80,3.8,3.1,,,8,Y,3,10,,45,44,20000
12,F,1,68,140,96,3.7,3.46,,,8,Y,4,12,2,58,58,20000
12,F,1,64,150,,,3.42,610,640,9,N,0,16,0,61,63,
12,M,1,71,160,64,3.66,,600,740,13,Y,0,8,1,35,38,
12,F,1,68,165,64,3.24,3.17,690,740,9.5,N,1,34,2,52,48,40000
12,M,1,74,185,,3.49,3.33,580,640,11,Y,0,6,0,59,60,25000
12,F,2,64,120,60,3.85,3.85,680,530,7,Y,3,20,2,57,56,30000
12,M,4,72,246,64,3.5,3.08,600,570,13.5,Y,0,6,1,55,65,30000
12,M,3,74,175,120,3.3,3.3,690,670,11,N,4,21,4,50,52,10000
12,F,2,62,,,3.6,3.5,650,720,6,Y,1,12,1,47,56,8000
12,F,1,65,140,120,3.3,,710,690,8,Y,0,9,1,48,54,
12,F,1,65,,,3.7,3.42,,,8.5,N,0,14,1,56,52,
12,M,2,71,180,80,3.4,2.8,,,11,Y,2,8,1,55,,30000
12,M,5,74,170,80,3.6,3.56,720,660,11,Y,0,15,2,51,53,20000
12,M,2,72,150,68,3.05,2.86,800,640,10,Y,2,32,1,43,46,60000
12,F,2,64,150,80,3.4,3.6,,,8,Y,0,15,1,60,56,
12,M,1,70,238,50,3.7,2.8,650,720,13,N,2,35,2,46,47,60000
12,M,1,68,158,64,3.4,1,760,660,10,N,8,39,2,53,62,50000
12,M,1,70,175,,,1.8,670,600,10,N,10,25,1,56,57,
12,F,1,66,160,90,3.1,1.5,540,560,8.5,N,2.5,10,2,50,54,
12,M,1,70,185,72,3,,,,8.5,N,0,15,2,52,60,
12,F,1,,130,60,3.89,3.71,,,8,Y,0,12,1,53,56,
12,F,2,64,118,86,,,,,6.5,Y,4,34,2,48,50,30000
12,F,4,64,140,72,4,,500,600,8,Y,1,10,1,56,50,
12,M,3,72,160,80,,3.75,,,11,Y,1.5,45,0,54,56,
12,F,1,68,160,51,4,3,,,8.5,Y,1,10,7,49,49,
12,F,1,63.5,125,76,3.45,3.42,560,,8.5,Y,5,11,1,58,61,
12,F,1,65,140,72,3.6,,650,680,8,Y,2,7,1,48,49,50000
12,F,2,66,127,79,4,3.2,640,590,7.5,Y,0,8,1,50,53,
12,M,1,68,200,82,3.2,,,,10.5,Y,1,5,1,51,50,
12,F,1,67,135,,3.78,3.44,,,9,Y,0.5,14,6,47,51,
12,F,3,65,130,,3.5,3.4,,,8,Y,3,6,1,51,50,
12,F,1,66,110,80,4,3.6,,,7.5,Y,0,6,6,58,58,10000
12,F,1,67,150,,3.2,,,,11,Y,1.5,,0,57,54,
12,M,2,69,145,,3,,630,740,10,N,1,5,0,56,54,40000
12,M,2,70,190,76,3.5,3.1,700,700,10,Y,2,14,1,53,51,80000
12,M,1,68,160,10,3.8,,630,630,11.5,Y,0,10,1,46,55,40000
12,M,1,71,185,,3.1,3,,,11,Y,,3,1,48,47,75000
12,F,4,63,128,56,3.8,3.6,580,620,7,Y,1,27,1,59,61,20000
12,M,1,75,155,66,3.2,,680,590,12,N,10,40,1,53,52,50000
12,F,1,57,120,,3.7,3.65,,,8,Y,1,30,0,54,57,30000
12,M,1,63,135,,,3.86,650,630,10.5,Y,1.5,9,0,56,56,
12,F,1,68.5,190,72,4,3.84,750,630,10,Y,2,8,2,56,58,
12,M,1,57,153,65,4,3.67,,,10,Y,0,10,1,43,52,35000
12,F,1,69,155,90,4.15,2.5,420,640,10,N,2,25,1,48,50,
12,F,1,66,135,,4,3.41,560,720,8.5,Y,0,24,2,47,47,55000
12,F,1,67,165,,3.34,2.89,620,620,11,Y,1,15,1,46,47,
12,F,1,64,120,,3.6,3.33,,,7,Y,2,17.5,2,52,52,
12,M,1,76,194,21,,3.03,570,650,14,N,2,,3,59,53,
12,M,1,67,115,,3.87,2.58,650,650,8,Y,8,,3,58,56,0
12,F,1,65,130,58,3.8,3.11,610,630,9,Y,0,10,1,50,52,40000
12,M,2,72,170,70,3.96,3.84,750,700,12,Y,1,20,1,62,65,70000
12,F,1,65,130,62,4,2.8,600,,8,Y,6,9,2,45,48,65000
12,F,1,66,135,62,3.83,3.43,600,720,8,Y,0,,2,50,56,
12,M,2,72,172,,,2.64,600,,10.5,Y,5,4,4,43,42,60
12,M,1,75,200,,3.2,1.92,580,570,14,N,0,12,1,51,58,40000
12,M,3,77,230,70,2.9,3.2,,,11.5,N,10,25,1,45,46,50000
12,F,1,70.5,180,58,4.1,3.72,680,720,11.5,Y,1,10,1,58,57,
12,M,1,73,150,70,3.9,3.84,640,630,,Y,0,15,1,53,55,
12,F,1,,,,,,,,8.5,Y,,,0,50,51,
12,M,2,74,160,78,3,,720,,12,Y,8,30,3,51,55,40000
12,F,2,64,140,,4,3.5,,,9,Y,4.5,12,2,50,52,
12,M,1,68,160,,3.46,,,,12,Y,1,12,1,45,47,
12,M,2,67,135,,3.8,3.11,590,600,8,Y,0,10,1,55,55,65000
12,M,1,72,170,80,3.6,,,,12.5,N,5,8,0,52,55,
12,F,2,70,155,,3.75,3.5,660,,10,Y,6,14,0,45,45,
12,F,3,68,125,,,,,,8.5,N,3,7,1,50,51,
12,M,2,68,140,64,3.65,3.02,720,690,11,Y,12.5,48,3,48,50,80000
12,M,1,70,155,,3.4,2.5,530,560,8,N,1,32,1,58,58,30000
12,M,2,67,165,,3.88,3.04,,,9.5,Y,2,,2,46,49,
12,F,1,66,135,110,3.7,3.57,660,720,8,Y,2,14,1,48,46,40000
