semester,gender,collegeYear,height,weight,pulse,hsGPA,collegeGPA,SATM,SATV,shoeSize,fincialAid,tvHours,states,siblings,motherAge,fatherAge,salary
4,F,1,66,140,50,4,3.6,,,8.5,Y,0,12,1,50,60,30000
4,M,1,68,150,50,3,,500,500,9.5,N,1,21,2,49,49,
4,F,2,69,,60,3.8,3.1,640,650,8.5,Y,3,10,3,46,52,
4,F,1,68,160,50,3.5,3.4,650,650,10,Y,5,25,1,49,52,30000
4,F,1,63,125,150,3.7,,,,7.5,Y,3,39,1,48,52,40000
4,M,3,77,250,90,3.18,2.48,,,13,N,8,40,1,59,51,60000
4,F,3,65.5,155,90,3.9,2.9,,,7,Y,5,18,2,43,50,
4,F,2,64,120,80,3,3.34,,,7,Y,1,10,1,49,56,22000
4,M,1,74,180,60,3.8,3.6,,,13,Y,5,15,2,46,48,
4,F,1,64.5,149,90,3.75,2.75,520,520,10,N,1,20,1,52,50,
4,F,1,60,94,100,3.3,2.92,480,640,6,Y,5,7,0,45,55,25000
4,M,1,76,185,70,4.42,3.5,620,620,11.5,Y,1,12,1,48,50,40000
4,M,4,69,165,70,3.5,3,610,760,9.5,Y,1,36,1,49,50,35000
4,M,2,59,160,68,3.4,3.42,640,650,11.5,Y,0,15.5,6,48,77,35000
4,M,4,66,190,60,3,3.8,,,9,Y,8,25,3,70,72,25000
4,F,3,66,143,110,3.82,3.1,740,697,8.5,N,2.5,19,1,58,53,25000
4,M,1,65,118,,2.67,3.17,510,500,9,Y,4,8,4,,,
4,F,1,69,145,80,3.3,3.33,580,610,9,N,1.5,20,1,52,52,37500
4,M,1,72,175,54,3.5,3.75,670,670,11,Y,0,25,3,48,50,25000
4,M,1,72,180,90,3.39,3.2,,,11,Y,1.5,,4,50,50,45000
4,M,2,72,155,50,3.75,2.75,650,620,9,N,4,15,2,49,54,60000
4,M,1,70,160,50,3.6,3,650,650,9.5,N,0,20,4,53,55,10000
4,M,1,74,165,60,3,2.5,,,10.5,N,1,32,0,49,53,25000
4,M,3,76,240,80,3.78,2.2,580,520,13,Y,5,19,1,48,48,40000
4,F,1,66,140,80,2.6,2.4,720,750,9.5,Y,0,31,0,51,51,
4,F,1,65,135,80,4,3.75,610,630,9,Y,1,18,2,50,53,25000
4,F,4,70,163,100,3.76,2.89,780,660,10,Y,0,7,6,61,75,24000
4,F,2,64,135,90,3.4,3.3,630,560,8,Y,4,17,1,48,52,
4,F,1,62,138,80,3.89,3,,,7,Y,1,28,3,53,60,50000
4,F,3,60,115,71,3.8,2.9,620,,8,Y,6,42,2,50,50,80000
4,F,1,66,125,80,3.9,3.5,590,600,6,Y,1,15,0,52,51,40000
4,F,1,66,105,80,3.6,,600,630,9,Y,5,10,6,50,50,
4,M,1,73.5,195,80,3.7,3.5,720,700,15,Y,0,34,1,54,59,
4,F,1,68,135,,4,3.84,,,8.5,Y,1,8,4,58,67,60000
4,F,1,59,104,90,3.4,3.5,610,610,6,Y,1,10,3,42,42,40000
4,F,1,62,105,80,3.94,,,,6.5,Y,3,3,2,52,57,50000
4,F,1,60,135,80,3.958,3,550,490,7.5,Y,2,30,2,53,54,35000
4,F,1,63,,68,3.5,2.7,,,9,Y,0,,1,43,47,
4,M,1,72,155,60,3.84,3.5,700,580,10.5,Y,1,10,3,51,56,39000
4,M,1,70.5,130,68,3.5,3.68,660,620,9.5,Y,0,15,2,54,45,125000
4,M,1,74,155,60,3.53,3.45,640,650,11,Y,8,19,2,49,52,45000
4,F,1,67,133,84,3.4,2.92,,,9,Y,1,18,2,40,44,30000
4,M,1,72,170,56,3.57,2.83,520,570,12,Y,15,12,1,42,52,
4,M,1,70,140,100,2.8,3.33,,,11,N,4,10,3,46,54,40000
4,F,1,67,,84,,,680,650,8.5,Y,,20,2,39,41,
4,F,1,,140,84,3.97,3.75,,,9,Y,0,5,2,57,52,
4,M,1,72,155,64,3.67,3.5,670,630,10,Y,0,14,0,56,52,70000
4,M,1,71,160,76,3.98,3.15,650,530,11.5,Y,5,12,1,40,48,50000
4,M,1,66,153,76,3.8,2.3,680,690,9.5,Y,0,10,2,45,50,60000
4,M,1,71,170,80,3.02,2.78,630,580,10.5,N,5,14,1,50,52,60000
4,M,1,73,200,84,3.7,2.96,770,630,11,Y,5,10,2,49,50,45000
4,M,1,68,208,92,3,1.96,,,9.5,Y,0,7,1,50,50,
4,M,1,75,212,68,3.79,2.75,660,550,14,Y,15,20,2,49,54,45000
4,M,1,72,165,64,3.5,3.2,780,600,11,Y,1,15,1,53,55,
4,M,1,71,150,70,2.6,3.25,620,680,11,Y,0,35,2,42,49,60000
4,M,4,68.5,185,62,3.8,2.8,690,540,10,Y,18,8,3,51,45,26000
4,M,1,74,190,,3.77,2.5,630,510,13,Y,2,8.5,1,46,50,
4,M,1,69,155,,3.4,2,580,600,10,Y,2,9,3,46,48,25000
4,M,1,74,190,60,3.9,3.33,620,600,12,Y,3,4,2,43,44,40000
4,F,1,68,170,56,3.85,,600,510,10,N,1,13,1,54,57,40000
4,M,1,68,160,,3.89,3.48,600,600,9.5,Y,2,30,1,49,53,40000
4,M,1,73,240,68,2.85,2.78,520,500,13,Y,1.5,7,3,43,51,30000
4,M,1,64,135,77,3.7,,,,9,Y,0,13,1,53,53,
4,F,1,70,150,60,3.9,3.7,620,610,10,Y,1,38,2,44,44,40000
4,M,1,73,165,,3.43,2.67,,,11,N,3,30,1,56,55,30000
4,F,1,,140,,3.93,3.42,660,560,10,Y,0,19,0,48,50,40000
4,F,1,65,135,,3.8,,,,7.5,N,2,23,1,55,50,
4,F,1,67,145,,4,3.75,610,620,7.5,N,3,9,2,53,54,
4,F,1,66,140,,3.85,3.34,580,610,8,Y,2,10,1,47,46,60000
4,M,1,72,185,,2.9,2.78,700,680,11,N,2,20,2,55,70,30000
4,M,2,70,160,,3.6,2.7,,,11,Y,10,10,1,53,54,40000
4,M,1,70,210,,3.7,3.35,700,790,10,Y,2,8,5,52,72,34000
4,M,2,73,195,60,3.94,2.96,560,560,13,Y,4,8,1,52,52,50000
4,M,4,72,190,80,3.33,2.67,620,550,12,N,0,20,1,55,52,15000
4,M,2,70,195,60,3.9,3.75,660,630,11.5,Y,3,30,2,45,45,80000
4,M,2,70,150,64,3.74,3.25,620,600,11,Y,1,5,2,47,48,40000
4,F,1,64,130,95,3.4,3,640,620,8.5,Y,0,10,2,54,54,80000
4,M,1,72,170,50,3,3.23,580,600,10,N,0,20,0,52,51,
4,F,2,64,115,,3.89,3.7,,,7.5,Y,2,45,0,58,,20000
4,F,1,62,158,54,3.54,2.75,620,730,6,Y,0,40,3,52,51,
4,F,1,68,150,60,3.7,2.65,,,9,Y,3,27,1,53,54,35000
4,M,1,75,162,,3.3,,550,600,14,N,3,8,2,45,45,
4,F,1,64,135,60,4,3.67,,,8,Y,2,40,3,52,51,30000
4,F,1,64,127,50,3.7,,550,700,7,Y,0,5,2,49,54,
4,F,1,68.5,135,72,3.8,3.33,750,740,8.5,Y,1,30,2,53,55,55000
4,F,1,67,155,64,3.5,3.4,480,610,10,Y,2,35,1,50,50,30000
4,M,1,74,193,7,3.6,3.1,620,570,11.5,Y,2,7,2,49,54,70000
4,M,2,76,190,75,3.87,3,610,500,13,Y,0.5,7,2,44,48,40000
4,M,1,73,156,100,3.68,3.68,670,690,12,Y,1,14,1,51,50,26000
4,F,1,65,125,62,2.8,2.75,,,7.5,Y,2,3,1,46,56,45000
4,F,1,62,150,,3.34,3.34,580,580,8.5,N,4,6,3,,53,
4,F,1,67,130,,3.86,3.04,,,10,Y,1.5,10,1,56,55,15000
4,M,,73,185,65,3.5,1.25,,,12,Y,4,21,4,49,49,30000
4,F,1,66,140,63,3.46,3.4,,,9,Y,0,9,1,48,60,20000
4,F,1,67,160,,,,,,8.5,Y,0,20,1,,48,30000
4,F,1,60,142,79,3.38,,600,720,8.5,Y,4,16,0,47,49,
4,F,2,63,165,84,3.77,3.33,650,510,7,Y,3,12,2,53,52,
4,M,2,67,170,80,3.85,3.03,610,690,9.5,Y,14,30,0,50,54,45000
5,F,1,66,,,,,,,8,Y,0,11,9,51,53,
5,F,1,66,120,,3.79,,560,500,9.5,Y,5,15,1,50,48,30000
5,M,1,74,175,,3.6,,670,640,11.5,Y,3,7,2,46,46,45000
5,M,1,70,200,70,3,,610,660,12.5,N,0,40,1,51,52,11000
5,F,1,68,125,,3.2,,600,580,8.5,N,1,34,1,50,54,10
5,F,1,69,140,,3.12,,630,640,9.5,Y,2,41,1,51,52,
5,F,1,,,,3.9,,,,8,,,,1,54,61,
5,F,1,65,125,,3.6,,600,600,8,Y,0,10,1,53,54,
5,F,1,67,120,,3.95,,,,9,Y,1,25,1,51,51,25000
5,M,1,74,245,59,3,,610,530,13,Y,12,17,1,47,48,75000
5,M,1,73,160,78,3.6,,485,740,12,Y,2,12,1,53,53,60000
5,F,1,72,155,,3.4,,600,600,11,Y,2,10,4,50,57,30000
5,F,1,64,155,,3.6,,610,600,8.5,Y,3,2,0,39,41,
5,F,1,63,120,,4,,570,640,8,Y,10,12,1,46,47,
5,M,5,68,190,,3.7,,740,760,9.5,N,17.5,15,2,55,62,20000
5,F,1,67,125,,4,,550,700,8,Y,1,15,5,48,48,60000
5,F,1,66,146,,3.6,,,,9.5,N,0,45,1,58,60,30000
5,F,1,67,158,,3.57,,540,500,9.5,Y,4,6,1,46,47,25000
5,M,1,74,200,,3.6,,730,680,11.5,Y,25,30,1,49,51,30000
5,F,1,68,110,,3,,530,500,9,N,1,,1,53,54,
5,F,1,60,100,,3.5,,580,500,5.5,N,1,7,2,53,55,10000
5,M,1,70,160,,3.3,,,,10.5,Y,3,12,1,39,45,60000
5,F,1,64,110,,3.7,,,,8.5,Y,1,12,6,49,54,
5,F,1,68,150,80,4,,680,630,9,Y,1,9,1,50,60,50000
5,M,1,77,160,,3.1,,410,650,11.5,Y,21,17,1,46,44,15000
5,F,1,68,140,66,3.44,,670,740,8.5,Y,7,40,3,45,49,80000
5,F,1,55,140,,3.6,,560,420,8.5,Y,2,5,1,40,44,40000
5,F,1,65,170,120,3.7,,650,600,10.5,Y,0,10,6,52,49,32000
5,F,1,66,125,,4,,620,660,8,Y,1,9,2,56,51,30000
5,M,1,68,168,90,3.6,,580,640,10.5,Y,0,10,2,50,52,
5,F,1,65,125,,3.8,,580,620,8.5,N,2,9,1,51,50,
5,M,2,73,180,150,3.8,,,,11,Y,1,12,1,44,47,12
5,F,1,65,120,,3.86,,700,530,8.5,Y,,12,1,54,50,46000
5,F,1,62,110,,3.5,,,,8.5,Y,1,6,2,57,55,30000
5,F,1,65,130,,3.98,,530,780,8.5,Y,2,9,1,55,53,
5,F,2,67,120,,3.875,,460,450,8.5,Y,15,16,2,39,40,60000
5,F,1,67,111,110,3.38,,610,610,11,Y,,38,2,51,51,50000
5,F,1,67,138,,3.85,,535,535,9,Y,1,20,1,52,55,35000
5,F,3,58,104,,3.65,,,,6,Y,6,5,4,41,,
5,M,1,68,145,60,3.4,,600,640,10,Y,6,13,1,51,50,
5,M,1,66.5,200,114,3.9,,720,690,10.5,Y,10,5,1,55,49,35000
5,M,1,72,175,,3.7,,530,600,10,Y,3,10,1,39,54,70000
5,M,1,71,155,33,4,,650,620,11,Y,12,15,3,54,51,40000
5,F,1,66,145,,3.97,,620,760,9,Y,6,13,1,46,46,27500
5,F,1,69,170,,3.9,,610,560,11,Y,3,15,1,52,50,
5,M,1,73,220,66,2.9,,690,600,13,Y,1,4,1,50,48,20000
5,M,1,61,110,,3.8,,,,6.5,Y,2.5,7.5,1,42,44,
5,F,2,67,125,50,3.75,3,600,510,,N,1,17.5,1,46,54,115000
5,F,1,65,125,76,3.98,,700,690,8,Y,8,20,3,48,49,45000
5,F,5,66,135,90,3.3,,,,8.5,Y,8,14,4,58,62,
5,M,2,76,170,60,3.9,3.46,710,490,12,Y,11,6,5,50,50,70000
5,F,2,66,140,80,3.8,3.5,650,650,9,Y,3,12,1,55,54,70000
5,F,2,64,115,90,3.6,3.3,570,670,7,Y,1,25,1,48,50,40000
5,M,3,74,190,60,3.2,,500,700,11,N,12,20,0,59,58,40000
5,F,3,62,120,80,3.8,3,580,600,8,Y,3,12,1,52,54,30000
5,F,2,64,163,70,3.89,2.89,640,550,8,Y,2,14,1,49,49,55000
5,M,1,70,137,55,3.3,,610,590,9,N,2,,3,52,53,
5,M,3,75,210,90,,,680,350,11.5,N,7,10,1,55,30,50000
5,M,3,70,190,75,3.04,2.9,660,620,11,N,15,21,3,51,48,30000
5,M,2,68,132,85,3.5,2.9,680,540,8.5,Y,3,20,1,53,51,50000
5,M,1,72,160,78,3.2,,650,720,10,Y,8,10,2,51,53,35000
5,F,3,63,130,80,3.9,3.1,,,8.5,Y,1,32,2,53,59,
5,F,2,64,130,70,3.9,3,530,570,8.5,N,4,9,1,49,56,80000
5,M,2,71,210,62,3.39,2.9,640,620,10.5,Y,2,11,1,44,60,30000
5,M,1,70,145,60,3.97,,610,620,11,Y,4,10,1,48,48,30000
5,F,3,77,180,110,3.8,3.54,,,9.5,Y,1,7,2,49,47,
5,M,3,71,150,80,3.8,,,,9.5,Y,,,1,42,42,
5,F,1,65,125,,3.84,,490,490,6.5,Y,4,6,1,43,42,
5,F,2,66,160,90,3.8,3.04,,,7.5,Y,4,,1,54,52,
5,F,1,65,135,80,3.8,,,,8.5,Y,2,10,2,49,50,
5,F,4,61,,100,3.9,,,,7,Y,2,45,2,48,48,60000
5,F,2,63,110,60,3.5,3.2,,,7,N,2,16,1,50,58,
5,F,2,66,,100,4,,660,670,8,,,10,1,51,54,
5,M,3,72,175,60,3.5,2.6,620,600,10,Y,8,10,1,53,55,40000
5,M,2,69,165,70,3.2,3.3,680,670,11.5,Y,1,10,2,54,55,40000
5,M,2,73,165,80,3.71,2.57,650,750,13,Y,1,5,1,55,53,15000
5,M,2,74,170,60,2.7,2.8,,,14,N,5,39,1,58,63,40000
5,F,1,62,120,,3.4,,600,630,8,N,3,26,2,50,53,60000
5,F,2,65.5,117,,3.94,3.55,660,660,9,Y,15,13,0,50,52,
5,F,2,64,120,,3.4,3.3,,,7,Y,9,12,1,49,49,
5,M,1,75,200,,3.7,,540,570,12.5,Y,10,9,6,48,42,
5,F,2,65,105,,3.3,,570,630,8,Y,1,6,1,46,48,30000
5,F,1,67,147,,3,,620,480,9.5,N,5.5,9,4,53,54,250000
5,F,1,67,130,,3.9,,,,8,Y,0,6,1,52,49,25000
5,F,1,64,155,,3.3,,,,9,Y,10,14,2,50,52,20000
5,F,1,64,135,,,,,,8,N,0,17.5,2,55,59,
5,M,3,75,170,,3.5,,600,620,13,Y,20,20,2,48,49,40000
5,F,2,69.75,158,60,3.8,3.05,500,700,11,Y,1,30,0,54,52,30000
5,F,1,68.5,150,,3.8,,,,11,Y,2,5,1,46,50,40000
5,M,2,72,180,,3.85,3.7,720,590,11,Y,4,8,1,53,,40000
5,F,3,67,116,,4,3.78,620,730,8.5,Y,10,25,7,41,42,30000
5,F,1,67,134,,4.2,,650,690,9,Y,0,10,1,51,44,
5,M,2,73,235,60,3.6,2.5,710,600,11.5,Y,4,12,2,53,54,60000
5,F,2,66,125,,3.16,3,510,680,8,Y,4,9,3,49,47,1.00E+05
5,M,2,74,230,72,4,3.83,670,570,12,Y,2,3,1,46,48,30000
5,M,1,69,150,,3.6,,,,12,N,1,20,1,50,51,50000
5,F,1,64,135,65,3.69,,,,7.5,Y,0,9,1,49,48,
5,F,,63,155,68,3.9,3.6,416,638,8,Y,4,5,2,56,55,1500
5,M,1,70,155,65,3.42,,580,570,10,Y,2,13,6,38,48,30000
5,M,3,68,165,70,3.6,2.6,,,9,Y,4,20,10,46,56,50000
5,M,3,75,190,90,3.7,3.5,700,650,11,Y,6,6,1,40,42,50000
5,M,3,69,170,100,2.5,,,,9.5,Y,1,9.5,1,54,54,90000
5,F,2,66,140,80,3.6,3,,,8,Y,2,10,1,47,47,40000
5,F,4,62,130,70,3.6,,,,7,,,10,2,,,
5,F,3,65,160,100,3.4,,,,8,Y,0,5,1,45,47,
5,F,2,,160,90,3.92,3.17,560,530,9.5,Y,5,10,2,46,46,
5,M,2,74,265,90,2.85,,550,550,12.5,N,16,32,2,52,53,70000
5,F,2,65.5,105,120,,,,,7,N,2.5,15,1,56,59,
5,M,2,69,145,60,3.89,3.4,600,690,10.5,Y,1,10,2,52,56,
5,F,1,67,,100,3.7,,,,9,Y,1,20,1,45,50,
5,M,2,73,145,100,3.2,2.8,450,500,12,Y,0,14,6,46,47,
5,F,2,66,130,90,3.8,,550,550,8.5,N,5,8,0,50,51,
5,M,3,74,260,120,3.89,3.19,620,660,12,Y,0,14,2,49,54,40000
5,F,2,66,155,70,,3.56,,,8.5,N,0,21,2,48,54,
5,M,4,67,145,90,4,3,720,630,10.5,Y,5,20,3,48,50,50000
5,F,2,69,130,95,4,3.67,,,10,Y,3,18,1,39,42,40000
5,M,4,76,233,60,3.7,3.52,680,560,15,Y,5,13,5,50,64,
5,M,2,75,165,90,3.5,3,700,600,13,Y,12,35,5,57,61,45000
5,M,2,70,165,110,3.8,,,,11.5,Y,5,7,1,,,60000
5,F,4,65,138,54,3.7,,540,700,8.5,Y,,30,1,53,53,
5,F,4,65,145,60,3.85,3.5,,,8.5,Y,2,13,3,46,52,43000
5,F,3,,,,,,,,7.5,Y,8,20,4,,56,
5,F,1,68,125,55,3.8,,,,7,Y,30,47,5,45,50,2.00E+05
5,F,2,64,127,,3.8,3.65,620,590,8,Y,3,13,1,45,44,40000
5,M,1,70,170,,3.5,,610,710,11,Y,4,11,1,53,,70000
5,F,1,62,115,,3.7,,620,610,6.5,Y,1,20,1,51,49,
5,F,1,62,125,62,3.75,,,,6,N,2,8,2,42,41,12000
5,F,1,60,98,,3.67,,,,6.5,Y,2,8,1,57,57,
5,F,2,70,145,,3.76,3.84,,,8.5,Y,7.5,15,2,49,49,40000
5,M,1,67,145,50,3.9,,640,680,11,Y,2,20,1,47,,30000
5,F,1,64,130,,3.9,,670,500,7.5,Y,4,14,1,50,59,0
5,F,2,66,133,,3.4,3.3,,,8,Y,3,25,1,52,52,30000
5,F,2,64,150,,2.8,,560,650,7.5,Y,0,22,4,56,60,30000
5,M,4,71,160,70,3.945,3,700,600,11,Y,0,6,2,48,49,50000
5,M,1,74,143,65,3.15,,680,800,11,Y,8,25,1,46,48,35000
5,M,1,72,178,,3.6,,710,680,13,Y,6,7,2,49,54,50000
5,F,1,64,102,100,3.8,,690,680,6.5,Y,5,8,2,45,51,50000
5,F,2,67,145,,3.5,3.3,590,610,7,Y,0,17,2,50,49,30000
5,F,1,67,135,,3.4,,610,550,9,N,5,7,2,52,47,60000
5,F,2,63.5,130,,3.85,4,,,9,Y,3,33,1,45,45,28000
5,F,3,67,135,,3.9,3.2,,,8,Y,7,12,1,50,53,45000
5,F,2,62,125,60,3.3,3.57,580,630,5,Y,2,15,1,48,47,20000
5,M,2,67,121.5,101,3.7,3.3,610,630,10.5,Y,0,11,2,47,48,30000
5,F,1,68,,60,3.9,,670,680,9,Y,,5,2,54,59,
5,M,3,72,152,80,2.4,2.5,750,610,8.5,Y,2,44,0,54,58,28000
5,F,1,68,140,50,3.93,,680,630,9.5,Y,4,10,1,45,55,15000
5,M,1,73,192,70,3.59,,670,590,12.5,N,5,18,2,45,65,60000
5,F,1,70,180,80,3.5,,660,640,10,Y,1,8,3,40,43,60000
5,F,1,69,137,60,3.79,,630,650,10,Y,0,11,3,52,58,37000
5,F,1,69,160,60,3.7,,490,510,9,Y,10,10,3,56,59,
5,M,1,69,165,90,3.3,,670,720,9.5,N,0,28,2,43,50,
5,F,1,66,135,67,3.7,,650,700,8,Y,0,30,1,50,53,40000
5,M,1,69,185,70,3.86,,620,540,11.5,Y,2,15,1,52,53,40000
5,F,1,63,110,60,3.57,,490,570,6.5,N,0,7,3,50,50,10000
5,F,1,65,145,80,3.85,,730,600,9.5,Y,7,8,1,52,52,20000
5,F,1,62,105,70,4,,540,670,8.5,Y,0,22,1,61,63,30000
5,M,1,75,180,70,3.3,,720,640,13,Y,5,8,2,53,53,50000
5,M,3,73,290,75,3.7,3.3,570,800,11,Y,1,8,3,47,47,58000
5,F,1,63,160,70,,,650,690,9,Y,15,30,3,49,45,60000
5,M,4,74,170,80,3,3.2,670,600,12,N,30,14,0,58,62,42000
5,M,2,68,135,52,3,,710,680,11,N,1,13,1,52,50,
5,F,1,65,130,100,3.65,,710,710,10.5,Y,2,27,1,52,56,25000
5,M,1,67,138,70,3.6,,,,10,N,0,20,2,48,48,
5,F,2,62,120,80,3.9,3.7,630,760,6,Y,0,20,1,52,56,
5,M,1,67,155,60,2.8,,560,590,9.5,Y,6,12,1,53,54,20000
5,F,1,67,120,120,3.9,,,,7.5,Y,0.5,10,8,51,62,
5,F,2,72,165,130,3.2,2.9,690,720,11,Y,15,13,0,56,62,
5,F,1,66,128,90,3.3,,680,630,8.5,Y,10,42,2,51,54,40000
5,M,2,70,160,70,3.4,3.3,620,630,11,Y,5,25,1,45,49,85000
5,M,1,68,182,72,3.79,,580,630,11,Y,4,6,0,44,47,60000
5,M,1,75,165,56,2.8,,610,610,12.5,N,2,17,3,50,51,45000
5,M,3,69.5,183,48,3.55,,,,13,Y,2,15,1,52,56,
5,F,1,68,130,85,3.4,,600,600,7,N,2,12,2,51,51,
5,M,2,72,238,64,3.87,3,550,700,12.5,Y,30,23,2,51,51,50000
5,M,1,74,165,76,3.2,,580,590,12,Y,0,25,1,53,54,
5,F,1,68,145,72,3.5,,,,10,Y,5,3,0,44,42,75000
5,M,2,75,185,84,3.4,3.3,630,600,11,Y,1,11,1,50,55,30000
5,M,2,71,265,84,3.2,,660,720,12.5,Y,1,28,6,,,
5,M,1,72,180,68,3.8,,630,590,12,N,25,15,6,40,41,
5,M,3,73,165,45,2.3,2.4,500,500,12,Y,7,10,2,44,47,1.00E+05
5,F,2,64,110,95,3.9,3.2,,,7,Y,10,6,2,53,59,
5,M,2,74,200,60,3.65,,,,15,Y,,47,4,52,53,4.00E+05
5,M,1,70,222,68,3.83,,610,600,12,Y,20,4,2,45,47,40000
5,M,1,71,175,64,3.94,,670,600,11.5,Y,8,14,1,45,44,45000
5,F,1,65,125,64,,,650,650,7,N,4,30,1,52,53,35000
5,F,1,64,111,72,3.85,,660,670,7.5,Y,3,8,3,49,50,
5,F,3,64,150,68,3.25,,,,8,Y,20,10,2,49,49,30000
5,M,1,68,150,88,3.4,,570,720,10.5,Y,0,6,2,47,49,
5,F,2,59,110,80,3.5,2.01,,,5.5,N,2,13,2,55,57,
5,F,1,65,130,80,3.7,,480,530,8,Y,1,42,1,50,50,
5,M,1,66,155,76,3,,620,530,9.5,N,4,20,2,48,56,
5,M,1,74,175,,3.77,,,,13,Y,0,10,1,49,47,60000
5,F,1,65,115,,,,700,650,8.5,Y,,2,1,61,52,
5,F,1,61,,,3.8,,,,9,Y,0,10,1,43,54,
5,M,1,69,140,,3.3,,560,600,10.5,Y,8,8,1,54,55,50000
5,F,1,69,135,,3.8,,,,10,Y,0,12,1,49,50,35000
5,M,1,73,155,,3.7,,690,660,13,Y,0,,5,47,47,
5,M,1,70,145,70,3.5,,,,11,Y,0,20,2,55,52,50000
5,F,1,65,165,,3.8,,510,610,9,Y,,13,3,43,,25000
5,M,1,74,185,,3,,590,570,11,Y,4,20,2,46,46,
5,M,1,72,180,60,3.3,,600,590,10,,2,15,2,51,53,60000
5,M,1,73,175,,3.2,,580,600,11,N,,12,1,55,,
5,M,1,75,210,50,3.2,,590,640,12.5,Y,1,25,,43,45,45000
5,F,1,66,125,,3,,,,6,Y,3,30,2,46,48,
5,M,1,70,155,,3.3,,640,610,10,N,5,20,1,54,55,15
5,M,2,67,150,70,3.5,,620,640,9,Y,10,25,1,53,56,110000
5,F,1,63,140,,3.9,,530,660,7,Y,3,26,1,53,55,80000
5,M,1,70,155,,3.4,,580,560,10.5,Y,20,5,2,57,57,70000
5,M,1,69,150,,,,730,680,10,Y,3,5,0,53,53,40000
5,F,1,63,125,,3.2,,580,590,7,N,1,15,1,45,47,
5,M,1,75,175,,3.5,,640,650,13,Y,2,21,3,57,52,20000
5,M,1,74,190,66,3.4,,,,10.5,,5,30,4,,,
5,F,1,67.5,130,,3.7,,590,670,8,Y,1,6,1,43,43,30000
5,M,2,67,130,12,3.4,3.58,,,10,Y,0.75,10,1,54,59,
5,M,4,71,155,70,3.31,3,,,11,Y,0,9,2,47,58,24000
5,F,1,63,130,,3.5,,560,590,9,Y,0,7,1,53,55,37000
5,F,3,64,110,,3.78,,,,7.5,Y,21,32,2,48,49,
5,F,1,62,135,78,3.6,,,,7.5,Y,2,40,5,52,56,40000
5,M,1,72,155,,3.2,,,,11,,5,11,2,,,30000
5,F,1,67,135,,3.9,,570,620,9,Y,5,14,0,50,53,60000
5,F,1,68,,,3.6,,610,570,10,Y,2,20,1,47,47,
5,F,1,65,118,,3.9,,,,7.5,Y,,,2,40,42,
5,M,1,77,170,70,,,610,570,12,N,0,47,2,56,56,
5,F,1,,108,70,3.2,,540,540,7.5,N,0,15,1,49,52,
5,M,1,70,160,70,3.7,,680,510,10.5,Y,2,14,1,46,49,80000
5,M,1,69,180,,3.47,,700,740,10.5,Y,,25,1,53,51,
5,F,1,71,160,,3.94,,,,10.5,Y,1,15,4,46,48,
5,M,1,68,120,,3.5,,780,590,7.5,Y,12,10,1,49,46,35000
5,F,1,59,90,,3.6,,540,630,5,Y,1,3,0,55,54,30000
5,M,1,69,145,,3.55,,550,630,10.5,,1,,2,47,47,30000
5,F,1,66,,,4,,520,570,5.5,Y,4,10,2,53,53,
5,M,1,72,165,72,4.2,,720,670,10,Y,2,12,1,48,48,55000
5,F,1,62,103,72,3.9,,,,7,Y,7,7,3,43,44,
5,F,1,65,145,,3.7,,490,600,7.5,N,0,11,2,49,50,
5,F,1,64,113,,3.8,,560,560,7,Y,1,10,1,49,48,
5,M,2,71,175,60,3,3.5,690,680,12,Y,0,46,1,51,55,1.00E+05
6,M,2,73,220,,3.8,2,610,590,11,N,0,15,1,53,52,
6,F,1,64.5,150,120,3.78,2.42,560,630,7,Y,1,10,1,54,54,
6,M,1,70,185,,3,,,,11,N,3,15,1,47,49,
6,M,1,73,175,,4.083,,,,11,Y,1.5,23,1,53,53,80000
6,M,1,70,176,90,3.5,,670,660,12,Y,5,12,1,38,50,55000
6,M,1,70,185,,3.6,2.2,620,580,12,Y,1,18,2,54,56,50000
6,F,4,61,120,,3.8,3,600,675,6.5,Y,7,5,1,42,,35000
6,F,1,61,110,,3.7,,,,6.5,Y,7.5,4,2,39,42,30000
6,M,1,70,250,,3,,610,520,13,Y,12.5,13,3,43,40,75000
6,F,1,66,135,,3.81,,560,630,9,Y,2,7,2,51,48,
6,F,3,66,135,80,3.8,3.2,670,800,9,Y,0,10,1,48,59,
6,M,1,72,155,,3.97,,,,12,Y,3,23,3,43,47,
6,F,1,59,106,,3.75,,600,720,5,Y,3,15,1,52,51,40000
6,M,1,72,215,64,3.9,2.83,590,590,11,Y,5,14,1,47,49,50000
6,F,2,62,122,,3.72,3.36,570,670,7.5,Y,12,30,3,51,59,
6,M,1,66,145,56,3.89,3.67,760,700,8,Y,3,,3,45,42,
6,M,3,73,175,80,3.3,,,,11.5,N,7.5,11,1,51,50,
6,F,1,63,147,84,3.9,3.4,690,620,7,Y,2,14,2,49,47,50000
6,F,1,64,110,71,3.9,3.6,,,7.5,Y,0,10,1,52,52,40000
6,F,1,66,145,72,3.65,2.5,800,660,9.5,Y,1,21,1,44,51,
6,F,3,68,155,,3.987,3.92,,,9.5,Y,1.5,25,2,48,48,30000
6,M,1,73,170,,3.93,3.24,585,620,10.5,Y,2,7,1,42,40,35000
6,F,1,62,115,,,3.49,,,7.5,Y,0,40,3,41,,
